Original,Translation,she,he/she,he or she,he,,Original,she,he/she,he or she,he,% he
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, you will produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he or she prepares user documentation.",0,0,1,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he writes user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he prepares user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
